217) Scaler: MaxAbs, classifier: SGD-sl-n-0, mean: 0.3141215959191163, class wrong: [445, 164, 126, 46]
1424) Scaler: None, classifier: SGD-sei-l1-1, mean: 0.31519859970665465, class wrong: [341, 178, 143, 40]
497) Scaler: MinMax, classifier: SGD-sl-e--1, mean: 0.3154718453749407, class wrong: [295, 96, 146, 51]
1366) Scaler: None, classifier: SGD-hu-e--6, mean: 0.316219614631437, class wrong: [137, 193, 121, 18]
808) Scaler: Robust, classifier: SGD-sei-l1-0, mean: 0.317828009177975, class wrong: [356, 195, 47, 54]
1056) Scaler: Standard, classifier: SGD-sei-n--4, mean: 0.31892806589276945, class wrong: [335, 141, 126, 31]
455) Scaler: MinMax, classifier: SGD-ei-n--4, mean: 0.31964128479024306, class wrong: [0, 195, 146, 54]
1036) Scaler: Standard, classifier: SGD-h-n-2, mean: 0.31976279949240566, class wrong: [320, 166, 131, 34]
1365) Scaler: None, classifier: SGD-sl-e--6, mean: 0.319905856472638, class wrong: [640, 54, 131, 54]
1379) Scaler: None, classifier: SGD-ei-l2--2, mean: 0.3214952277462193, class wrong: [445, 35, 146, 54]
1043) Scaler: Standard, classifier: SGD-ei-l1--4, mean: 0.32171396961825527, class wrong: [333, 152, 106, 45]
738) Scaler: Robust, classifier: SGD-mh-n-2, mean: 0.32203015608071994, class wrong: [536, 161, 129, 28]
1040) Scaler: Standard, classifier: SGD-p-n-2, mean: 0.3221460489045809, class wrong: [376, 136, 136, 50]
1369) Scaler: None, classifier: SGD-sl-n--6, mean: 0.32275811938508914, class wrong: [440, 153, 113, 37]
1434) Scaler: None, classifier: SGD-hu-n-1, mean: 0.32371706092527774, class wrong: [411, 84, 94, 52]
1150) Scaler: Standard, classifier: SGD-hu-n-2, mean: 0.32389289736568594, class wrong: [430, 152, 137, 33]
149) Scaler: MaxAbs, classifier: SGD-sl-e--4, mean: 0.32478938592008705, class wrong: [450, 195, 60, 54]
1423) Scaler: None, classifier: SGD-ei-l1-1, mean: 0.326565614066229, class wrong: [236, 195, 93, 54]
208) Scaler: MaxAbs, classifier: SGD-sei-l1-0, mean: 0.3270725495806157, class wrong: [355, 140, 106, 54]
1411) Scaler: None, classifier: SGD-ei-l2-0, mean: 0.32886612051359204, class wrong: [94, 164, 127, 45]
516) Scaler: MinMax, classifier: SGD-sei-e-0, mean: 0.3305726760602309, class wrong: [153, 191, 146, 33]
1016) Scaler: Standard, classifier: SGD-h-n-1, mean: 0.33107460229266295, class wrong: [499, 184, 74, 36]
1037) Scaler: Standard, classifier: SGD-l-n-2, mean: 0.33177957377200124, class wrong: [450, 103, 130, 36]
1350) Scaler: None, classifier: SGD-hu-e--4, mean: 0.3332674701500066, class wrong: [244, 195, 93, 32]
850) Scaler: Robust, classifier: SGD-hu-n-2, mean: 0.3345218181903378, class wrong: [349, 181, 66, 54]
451) Scaler: MinMax, classifier: SGD-ei-e--4, mean: 0.3364012875567741, class wrong: [365, 2, 140, 54]
1038) Scaler: Standard, classifier: SGD-mh-n-2, mean: 0.33793217450736934, class wrong: [405, 147, 127, 26]
1020) Scaler: Standard, classifier: SGD-p-n-1, mean: 0.3405662732686769, class wrong: [351, 74, 131, 31]
849) Scaler: Robust, classifier: SGD-sl-n-2, mean: 0.3413716081017945, class wrong: [512, 76, 93, 44]
836) Scaler: Robust, classifier: SGD-sei-n-1, mean: 0.34206404702343, class wrong: [311, 174, 143, 38]
167) Scaler: MaxAbs, classifier: SGD-ei-e--6, mean: 0.3424126606461698, class wrong: [637, 187, 146, 1]
169) Scaler: MaxAbs, classifier: SGD-sl-n--6, mean: 0.3433032415990959, class wrong: [204, 97, 146, 54]
1378) Scaler: None, classifier: SGD-hu-l2--2, mean: 0.34458972169278185, class wrong: [634, 85, 76, 51]
813) Scaler: Robust, classifier: SGD-sl-e-0, mean: 0.3447674259386823, class wrong: [584, 195, 141, 3]
740) Scaler: Robust, classifier: SGD-p-n-2, mean: 0.34563483893014313, class wrong: [173, 184, 143, 24]
831) Scaler: Robust, classifier: SGD-ei-e-1, mean: 0.3457868098849136, class wrong: [640, 0, 146, 54]
1332) Scaler: None, classifier: SGD-l-e-2, mean: 0.3459382487030823, class wrong: [0, 195, 146, 54]
395) Scaler: MinMax, classifier: SGD-p-e-0, mean: 0.3460208250862367, class wrong: [0, 195, 146, 54]
1352) Scaler: None, classifier: SGD-sei-e--4, mean: 0.34618444229803824, class wrong: [283, 192, 121, 31]
1152) Scaler: Standard, classifier: SGD-sei-n-2, mean: 0.3475784453783025, class wrong: [387, 184, 117, 23]
517) Scaler: MinMax, classifier: SGD-sl-n-0, mean: 0.3488714159190016, class wrong: [404, 144, 134, 32]
143) Scaler: MaxAbs, classifier: SGD-ei-l1--4, mean: 0.3495623651516571, class wrong: [190, 53, 146, 54]
385) Scaler: MinMax, classifier: SGD-p-l1-0, mean: 0.3552462781578488, class wrong: [0, 195, 146, 54]
1419) Scaler: None, classifier: SGD-ei-n-0, mean: 0.3579282517740364, class wrong: [290, 136, 121, 35]
1341) Scaler: None, classifier: SGD-sl-l1--4, mean: 0.3581576552376168, class wrong: [406, 195, 109, 18]
737) Scaler: Robust, classifier: SGD-l-n-2, mean: 0.35820544890652595, class wrong: [540, 74, 115, 53]
1116) Scaler: Standard, classifier: SGD-sei-e-0, mean: 0.36661484597699995, class wrong: [407, 96, 146, 40]
1405) Scaler: None, classifier: SGD-sl-l1-0, mean: 0.3674222280639857, class wrong: [640, 10, 138, 54]
736) Scaler: Robust, classifier: SGD-h-n-2, mean: 0.3702829435945787, class wrong: [159, 148, 133, 43]
440) Scaler: MinMax, classifier: SGD-p-n-2, mean: 0.3765994936502953, class wrong: [23, 193, 142, 54]
851) Scaler: Robust, classifier: SGD-ei-n-2, mean: 0.3773550225000316, class wrong: [241, 191, 95, 48]
1039) Scaler: Standard, classifier: SGD-sh-n-2, mean: 0.37762152530157067, class wrong: [395, 154, 114, 46]
720) Scaler: Robust, classifier: SGD-p-n-1, mean: 0.37934751926425786, class wrong: [457, 165, 135, 26]
365) Scaler: MinMax, classifier: SGD-p-l1--1, mean: 0.3800156991177932, class wrong: [0, 195, 146, 54]
852) Scaler: Robust, classifier: SGD-sei-n-2, mean: 0.38060693090061476, class wrong: [303, 166, 140, 43]
1135) Scaler: Standard, classifier: SGD-ei-n-1, mean: 0.3875693850831198, class wrong: [256, 115, 136, 49]
1450) Scaler: None, classifier: SGD-hu-n-2, mean: 0.39247408749520485, class wrong: [104, 195, 146, 4]
432) Scaler: MinMax, classifier: SGD-l-e-2, mean: 0.39348389051489197, class wrong: [640, 0, 146, 54]
1134) Scaler: Standard, classifier: SGD-hu-n-1, mean: 0.3954797416487939, class wrong: [498, 159, 105, 42]
551) Scaler: MinMax, classifier: SGD-ei-n-2, mean: 0.39904195926471747, class wrong: [640, 195, 0, 54]
1399) Scaler: None, classifier: SGD-ei-e--1, mean: 0.4030466344609412, class wrong: [175, 195, 134, 28]
1374) Scaler: None, classifier: SGD-hu-l1--2, mean: 0.4039350447307906, class wrong: [470, 42, 61, 54]
161) Scaler: MaxAbs, classifier: SGD-sl-l2--6, mean: 0.4055114010947166, class wrong: [168, 195, 112, 54]
1394) Scaler: None, classifier: SGD-hu-l2--1, mean: 0.40836026282272525, class wrong: [76, 73, 146, 54]
739) Scaler: Robust, classifier: SGD-sh-n-2, mean: 0.40998397785693574, class wrong: [261, 194, 141, 32]
508) Scaler: MinMax, classifier: SGD-sei-l1-0, mean: 0.41613608356129783, class wrong: [0, 195, 146, 54]
833) Scaler: Robust, classifier: SGD-sl-n-1, mean: 0.41761250182035, class wrong: [331, 69, 113, 49]
443) Scaler: MinMax, classifier: SGD-ei-l1--4, mean: 0.4182580923331665, class wrong: [229, 195, 146, 45]
1017) Scaler: Standard, classifier: SGD-l-n-1, mean: 0.41967143739797325, class wrong: [288, 97, 126, 36]
1054) Scaler: Standard, classifier: SGD-hu-n--4, mean: 0.42449248130737355, class wrong: [219, 130, 127, 49]
1375) Scaler: None, classifier: SGD-ei-l1--2, mean: 0.42725810292067007, class wrong: [640, 0, 146, 54]
251) Scaler: MaxAbs, classifier: SGD-ei-n-2, mean: 0.42831170696855, class wrong: [0, 195, 146, 54]
447) Scaler: MinMax, classifier: SGD-ei-l2--4, mean: 0.42867501459024016, class wrong: [458, 2, 146, 54]
95) Scaler: MaxAbs, classifier: SGD-p-e-0, mean: 0.43217695321019595, class wrong: [0, 195, 146, 54]
1451) Scaler: None, classifier: SGD-ei-n-2, mean: 0.43453804046698563, class wrong: [468, 195, 57, 54]
721) Scaler: Robust, classifier: SGD-h-l1-2, mean: 0.4364422837761045, class wrong: [640, 0, 146, 54]
85) Scaler: MaxAbs, classifier: SGD-p-l1-0, mean: 0.4365572481283144, class wrong: [0, 195, 146, 54]
1046) Scaler: Standard, classifier: SGD-hu-l2--4, mean: 0.43781046664172346, class wrong: [215, 166, 119, 40]
438) Scaler: MinMax, classifier: SGD-mh-n-2, mean: 0.44058264169130085, class wrong: [640, 188, 146, 1]
725) Scaler: Robust, classifier: SGD-p-l1-2, mean: 0.44134225457802734, class wrong: [0, 195, 146, 54]
433) Scaler: MinMax, classifier: SGD-mh-e-2, mean: 0.44134225457802734, class wrong: [0, 195, 146, 54]
1178) Scaler: Standard, classifier: Perceptron-l2-2, mean: 0.44168184417266804, class wrong: [238, 52, 146, 54]
1171) Scaler: Standard, classifier: Perceptron-e--0, mean: 0.44168184417266804, class wrong: [238, 52, 146, 54]
1179) Scaler: Standard, classifier: Perceptron-e-2, mean: 0.44168184417266804, class wrong: [238, 52, 146, 54]
1175) Scaler: Standard, classifier: Perceptron-e-1, mean: 0.44168184417266804, class wrong: [238, 52, 146, 54]
1170) Scaler: Standard, classifier: Perceptron-l2--0, mean: 0.44168184417266804, class wrong: [238, 52, 146, 54]
1174) Scaler: Standard, classifier: Perceptron-l2-1, mean: 0.44168184417266804, class wrong: [238, 52, 146, 54]
270) Scaler: MaxAbs, classifier: Perceptron-l2--0, mean: 0.44552488808363966, class wrong: [640, 0, 146, 54]
570) Scaler: MinMax, classifier: Perceptron-l2--0, mean: 0.44552488808363966, class wrong: [640, 0, 146, 54]
1479) Scaler: None, classifier: Perceptron-e-2, mean: 0.44552488808363966, class wrong: [640, 0, 146, 54]
571) Scaler: MinMax, classifier: Perceptron-e--0, mean: 0.44552488808363966, class wrong: [640, 0, 146, 54]
574) Scaler: MinMax, classifier: Perceptron-l2-1, mean: 0.44552488808363966, class wrong: [640, 0, 146, 54]
1478) Scaler: None, classifier: Perceptron-l2-2, mean: 0.44552488808363966, class wrong: [640, 0, 146, 54]
575) Scaler: MinMax, classifier: Perceptron-e-1, mean: 0.44552488808363966, class wrong: [640, 0, 146, 54]
578) Scaler: MinMax, classifier: Perceptron-l2-2, mean: 0.44552488808363966, class wrong: [640, 0, 146, 54]
279) Scaler: MaxAbs, classifier: Perceptron-e-2, mean: 0.44552488808363966, class wrong: [640, 0, 146, 54]
278) Scaler: MaxAbs, classifier: Perceptron-l2-2, mean: 0.44552488808363966, class wrong: [640, 0, 146, 54]
271) Scaler: MaxAbs, classifier: Perceptron-e--0, mean: 0.44552488808363966, class wrong: [640, 0, 146, 54]
579) Scaler: MinMax, classifier: Perceptron-e-2, mean: 0.44552488808363966, class wrong: [640, 0, 146, 54]
275) Scaler: MaxAbs, classifier: Perceptron-e-1, mean: 0.44552488808363966, class wrong: [640, 0, 146, 54]
274) Scaler: MaxAbs, classifier: Perceptron-l2-1, mean: 0.44552488808363966, class wrong: [640, 0, 146, 54]
1471) Scaler: None, classifier: Perceptron-e--0, mean: 0.44552488808363966, class wrong: [640, 0, 146, 54]
1474) Scaler: None, classifier: Perceptron-l2-1, mean: 0.44552488808363966, class wrong: [640, 0, 146, 54]
266) Scaler: MaxAbs, classifier: Perceptron-l2--1, mean: 0.44552488808363966, class wrong: [640, 0, 146, 54]
267) Scaler: MaxAbs, classifier: Perceptron-e--1, mean: 0.44552488808363966, class wrong: [640, 0, 146, 54]
1470) Scaler: None, classifier: Perceptron-l2--0, mean: 0.44552488808363966, class wrong: [640, 0, 146, 54]
1475) Scaler: None, classifier: Perceptron-e-1, mean: 0.44552488808363966, class wrong: [640, 0, 146, 54]
879) Scaler: Robust, classifier: Perceptron-e-2, mean: 0.44899438164760835, class wrong: [320, 47, 146, 54]
878) Scaler: Robust, classifier: Perceptron-l2-2, mean: 0.44899438164760835, class wrong: [320, 47, 146, 54]
875) Scaler: Robust, classifier: Perceptron-e-1, mean: 0.44899438164760835, class wrong: [320, 47, 146, 54]
871) Scaler: Robust, classifier: Perceptron-e--0, mean: 0.44899438164760835, class wrong: [320, 47, 146, 54]
874) Scaler: Robust, classifier: Perceptron-l2-1, mean: 0.44899438164760835, class wrong: [320, 47, 146, 54]
870) Scaler: Robust, classifier: Perceptron-l2--0, mean: 0.44899438164760835, class wrong: [320, 47, 146, 54]
566) Scaler: MinMax, classifier: Perceptron-l2--1, mean: 0.4494862407406446, class wrong: [640, 0, 146, 54]
567) Scaler: MinMax, classifier: Perceptron-e--1, mean: 0.4494862407406446, class wrong: [640, 0, 146, 54]
1112) Scaler: Standard, classifier: SGD-sei-l2-0, mean: 0.45118002061093837, class wrong: [420, 136, 117, 40]
1018) Scaler: Standard, classifier: SGD-mh-n-1, mean: 0.45531363814009457, class wrong: [363, 110, 88, 43]
835) Scaler: Robust, classifier: SGD-ei-n-1, mean: 0.4613008422798817, class wrong: [237, 194, 113, 34]
436) Scaler: MinMax, classifier: SGD-h-n-2, mean: 0.46199292434828176, class wrong: [0, 195, 146, 54]
1323) Scaler: None, classifier: SGD-mh-l1-2, mean: 0.46286986706973465, class wrong: [29, 195, 146, 54]
834) Scaler: Robust, classifier: SGD-hu-n-1, mean: 0.46367400476470805, class wrong: [203, 74, 146, 42]
1466) Scaler: None, classifier: Perceptron-l2--1, mean: 0.46413668175332534, class wrong: [142, 83, 146, 54]
1467) Scaler: None, classifier: Perceptron-e--1, mean: 0.46413668175332534, class wrong: [142, 83, 146, 54]
75) Scaler: MaxAbs, classifier: SGD-p-e--1, mean: 0.4647992064771042, class wrong: [0, 188, 146, 54]
1382) Scaler: None, classifier: SGD-hu-e--2, mean: 0.46674620723785665, class wrong: [605, 195, 143, 2]
685) Scaler: Robust, classifier: SGD-p-l1-0, mean: 0.4668716809685075, class wrong: [640, 0, 146, 54]
695) Scaler: Robust, classifier: SGD-p-e-0, mean: 0.47028544863609767, class wrong: [0, 195, 146, 54]
1136) Scaler: Standard, classifier: SGD-sei-n-1, mean: 0.4705746777376062, class wrong: [307, 130, 128, 53]
754) Scaler: Robust, classifier: SGD-hu-n--4, mean: 0.4708656533769197, class wrong: [212, 104, 134, 40]
665) Scaler: Robust, classifier: SGD-p-l1--1, mean: 0.47147005315948076, class wrong: [640, 195, 0, 54]
717) Scaler: Robust, classifier: SGD-l-n-1, mean: 0.4720205973484977, class wrong: [449, 140, 97, 54]
1337) Scaler: None, classifier: SGD-l-n-2, mean: 0.47321711313672604, class wrong: [0, 195, 146, 54]
537) Scaler: MinMax, classifier: SGD-sl-l1-2, mean: 0.4750060652064252, class wrong: [640, 0, 146, 54]
1148) Scaler: Standard, classifier: SGD-sei-e-2, mean: 0.47515684474500075, class wrong: [0, 195, 146, 54]
1105) Scaler: Standard, classifier: SGD-sl-l1-0, mean: 0.47698160181519544, class wrong: [0, 195, 146, 54]
837) Scaler: Robust, classifier: SGD-sl-l1-2, mean: 0.4790651410785296, class wrong: [640, 0, 146, 54]
1024) Scaler: Standard, classifier: SGD-sh-l1-2, mean: 0.47909752904758507, class wrong: [0, 195, 146, 54]
545) Scaler: MinMax, classifier: SGD-sl-e-2, mean: 0.47928574368666677, class wrong: [640, 195, 0, 54]
1146) Scaler: Standard, classifier: SGD-hu-e-2, mean: 0.47929942663324737, class wrong: [0, 195, 146, 54]
132) Scaler: MaxAbs, classifier: SGD-l-e-2, mean: 0.48378575764885723, class wrong: [640, 0, 146, 54]
435) Scaler: MinMax, classifier: SGD-p-e-2, mean: 0.4841580694285577, class wrong: [0, 195, 146, 54]
1011) Scaler: Standard, classifier: SGD-h-e-1, mean: 0.4841580694285577, class wrong: [0, 195, 146, 54]
1122) Scaler: Standard, classifier: SGD-hu-l1-1, mean: 0.48424064581171217, class wrong: [0, 195, 146, 54]
732) Scaler: Robust, classifier: SGD-l-e-2, mean: 0.48424064581171217, class wrong: [0, 195, 146, 54]
439) Scaler: MinMax, classifier: SGD-sh-n-2, mean: 0.48465448351758306, class wrong: [640, 0, 146, 54]
733) Scaler: Robust, classifier: SGD-mh-e-2, mean: 0.4885200571657653, class wrong: [640, 0, 146, 54]
724) Scaler: Robust, classifier: SGD-sh-l1-2, mean: 0.48887868599888523, class wrong: [0, 195, 146, 54]
1142) Scaler: Standard, classifier: SGD-hu-l2-2, mean: 0.4906711617044045, class wrong: [640, 0, 146, 54]
716) Scaler: Robust, classifier: SGD-h-n-1, mean: 0.4913961021539805, class wrong: [105, 98, 116, 52]
746) Scaler: Robust, classifier: SGD-hu-l2--4, mean: 0.4946925896851992, class wrong: [329, 139, 101, 42]
1340) Scaler: None, classifier: SGD-p-n-2, mean: 0.49487409044364883, class wrong: [640, 195, 146, 0]
89) Scaler: MaxAbs, classifier: SGD-sh-l2-0, mean: 0.4972466119620309, class wrong: [0, 195, 146, 54]
706) Scaler: Robust, classifier: SGD-h-l2-1, mean: 0.49733732230684524, class wrong: [0, 195, 146, 54]
1133) Scaler: Standard, classifier: SGD-sl-n-1, mean: 0.4998497613413228, class wrong: [380, 103, 93, 50]
718) Scaler: Robust, classifier: SGD-mh-n-1, mean: 0.5003523026357335, class wrong: [340, 102, 84, 54]
550) Scaler: MinMax, classifier: SGD-hu-n-2, mean: 0.5015420336534367, class wrong: [0, 195, 146, 54]
824) Scaler: Robust, classifier: SGD-sei-l1-1, mean: 0.5032515149662768, class wrong: [640, 195, 0, 54]
1391) Scaler: None, classifier: SGD-ei-l1--1, mean: 0.506305518052823, class wrong: [0, 195, 146, 54]
805) Scaler: Robust, classifier: SGD-sl-l1-0, mean: 0.5064454116606629, class wrong: [334, 124, 146, 54]
552) Scaler: MinMax, classifier: SGD-sei-n-2, mean: 0.5071838142484252, class wrong: [635, 0, 146, 54]
844) Scaler: Robust, classifier: SGD-sei-l2-2, mean: 0.5076682932698785, class wrong: [0, 195, 146, 54]
1336) Scaler: None, classifier: SGD-h-n-2, mean: 0.512370195119477, class wrong: [199, 144, 137, 54]
137) Scaler: MaxAbs, classifier: SGD-l-n-2, mean: 0.5123999651483333, class wrong: [640, 195, 146, 0]
822) Scaler: Robust, classifier: SGD-hu-l1-1, mean: 0.513197111702081, class wrong: [640, 195, 0, 54]
434) Scaler: MinMax, classifier: SGD-sh-e-2, mean: 0.513197111702081, class wrong: [0, 195, 146, 54]
538) Scaler: MinMax, classifier: SGD-hu-l1-2, mean: 0.513197111702081, class wrong: [0, 195, 146, 54]
250) Scaler: MaxAbs, classifier: SGD-hu-n-2, mean: 0.5132260721959824, class wrong: [0, 195, 146, 54]
727) Scaler: Robust, classifier: SGD-l-l2-2, mean: 0.5132806177182232, class wrong: [0, 195, 146, 54]
1100) Scaler: Standard, classifier: SGD-sei-e--1, mean: 0.5158894255901579, class wrong: [307, 93, 146, 54]
1446) Scaler: None, classifier: SGD-hu-e-2, mean: 0.5179314112189892, class wrong: [0, 195, 146, 54]
541) Scaler: MinMax, classifier: SGD-sl-l2-2, mean: 0.5180694374439719, class wrong: [0, 195, 146, 54]
534) Scaler: MinMax, classifier: SGD-hu-n-1, mean: 0.5181107654505844, class wrong: [0, 195, 146, 54]
843) Scaler: Robust, classifier: SGD-ei-l2-2, mean: 0.5181520138271264, class wrong: [0, 195, 146, 54]
536) Scaler: MinMax, classifier: SGD-sei-n-1, mean: 0.5185078741163882, class wrong: [230, 166, 140, 50]
236) Scaler: MaxAbs, classifier: SGD-sei-n-1, mean: 0.5188687782142425, class wrong: [159, 97, 122, 53]
146) Scaler: MaxAbs, classifier: SGD-hu-l2--4, mean: 0.5196378447296077, class wrong: [50, 136, 146, 24]
867) Scaler: Robust, classifier: Perceptron-e--1, mean: 0.5215647722534917, class wrong: [70, 79, 146, 54]
866) Scaler: Robust, classifier: Perceptron-l2--1, mean: 0.5215647722534917, class wrong: [70, 79, 146, 54]
702) Scaler: Robust, classifier: SGD-l-l1-1, mean: 0.5218260246059374, class wrong: [640, 195, 0, 54]
424) Scaler: MinMax, classifier: SGD-sh-l1-2, mean: 0.5221063810762913, class wrong: [0, 195, 146, 54]
1439) Scaler: None, classifier: SGD-ei-l1-2, mean: 0.5265603241228456, class wrong: [0, 195, 146, 54]
237) Scaler: MaxAbs, classifier: SGD-sl-l1-2, mean: 0.5265603241228456, class wrong: [0, 195, 146, 54]
430) Scaler: MinMax, classifier: SGD-p-l2-2, mean: 0.5266983503478283, class wrong: [0, 195, 146, 54]
421) Scaler: MinMax, classifier: SGD-h-l1-2, mean: 0.5267396783544408, class wrong: [0, 195, 146, 54]
134) Scaler: MaxAbs, classifier: SGD-sh-e-2, mean: 0.5267396783544408, class wrong: [0, 195, 146, 54]
222) Scaler: MaxAbs, classifier: SGD-hu-l1-1, mean: 0.5267488091153221, class wrong: [640, 0, 146, 54]
239) Scaler: MaxAbs, classifier: SGD-ei-l1-2, mean: 0.5267809267309829, class wrong: [0, 195, 146, 54]
1131) Scaler: Standard, classifier: SGD-ei-e-1, mean: 0.5268269976466189, class wrong: [0, 195, 146, 54]
249) Scaler: MaxAbs, classifier: SGD-sl-n-2, mean: 0.526935149096816, class wrong: [0, 195, 146, 54]
562) Scaler: MinMax, classifier: Perceptron-l2--2, mean: 0.5269560125984536, class wrong: [470, 0, 146, 54]
563) Scaler: MinMax, classifier: Perceptron-e--2, mean: 0.5269560125984536, class wrong: [470, 0, 146, 54]
546) Scaler: MinMax, classifier: SGD-hu-e-2, mean: 0.5269739639091586, class wrong: [0, 195, 146, 54]
411) Scaler: MinMax, classifier: SGD-h-e-1, mean: 0.5270152122857006, class wrong: [0, 195, 146, 54]
426) Scaler: MinMax, classifier: SGD-h-l2-2, mean: 0.5270152122857006, class wrong: [0, 195, 146, 54]
242) Scaler: MaxAbs, classifier: SGD-hu-l2-2, mean: 0.5270152122857006, class wrong: [0, 195, 146, 54]
1438) Scaler: None, classifier: SGD-hu-l1-2, mean: 0.5270152122857006, class wrong: [0, 195, 146, 54]
543) Scaler: MinMax, classifier: SGD-ei-l2-2, mean: 0.5270152122857006, class wrong: [0, 195, 146, 54]
263) Scaler: MaxAbs, classifier: Perceptron-e--2, mean: 0.5290787275296631, class wrong: [368, 0, 146, 54]
262) Scaler: MaxAbs, classifier: Perceptron-l2--2, mean: 0.5290787275296631, class wrong: [368, 0, 146, 54]
138) Scaler: MaxAbs, classifier: SGD-mh-n-2, mean: 0.5295724245723736, class wrong: [0, 195, 146, 54]
437) Scaler: MinMax, classifier: SGD-l-n-2, mean: 0.5299053856961052, class wrong: [0, 195, 146, 54]
248) Scaler: MaxAbs, classifier: SGD-sei-e-2, mean: 0.5312946236397538, class wrong: [640, 0, 146, 54]
238) Scaler: MaxAbs, classifier: SGD-hu-l1-2, mean: 0.5312946236397538, class wrong: [0, 195, 146, 54]
1145) Scaler: Standard, classifier: SGD-sl-e-2, mean: 0.5314326498647366, class wrong: [0, 195, 146, 54]
701) Scaler: Robust, classifier: SGD-h-l1-1, mean: 0.5314739778713491, class wrong: [0, 195, 146, 54]
734) Scaler: Robust, classifier: SGD-sh-e-2, mean: 0.5314739778713491, class wrong: [0, 195, 146, 54]
547) Scaler: MinMax, classifier: SGD-ei-e-2, mean: 0.5314739778713491, class wrong: [640, 0, 146, 54]
1012) Scaler: Standard, classifier: SGD-l-e-1, mean: 0.5315152262478909, class wrong: [0, 195, 146, 54]
830) Scaler: Robust, classifier: SGD-hu-e-1, mean: 0.5315152262478909, class wrong: [0, 195, 146, 54]
124) Scaler: MaxAbs, classifier: SGD-sh-l1-2, mean: 0.5315152262478909, class wrong: [0, 195, 146, 54]
415) Scaler: MinMax, classifier: SGD-p-e-1, mean: 0.531515226247891, class wrong: [640, 0, 146, 54]
730) Scaler: Robust, classifier: SGD-p-l2-2, mean: 0.5316945804794863, class wrong: [0, 195, 146, 54]
423) Scaler: MinMax, classifier: SGD-mh-l1-2, mean: 0.5316945804794863, class wrong: [0, 195, 146, 54]
1140) Scaler: Standard, classifier: SGD-sei-l1-2, mean: 0.5317358288560282, class wrong: [0, 195, 146, 54]
131) Scaler: MaxAbs, classifier: SGD-h-e-2, mean: 0.5317358288560282, class wrong: [0, 195, 146, 54]
140) Scaler: MaxAbs, classifier: SGD-p-n-2, mean: 0.5326715748558606, class wrong: [3, 191, 146, 54]
1127) Scaler: Standard, classifier: SGD-ei-l2-1, mean: 0.5380841575818387, class wrong: [0, 195, 146, 54]
1487) Scaler: None, classifier: PA-I--3, mean: 0.5456825269179194, class wrong: [377, 156, 17, 54]
1128) Scaler: Standard, classifier: SGD-sei-l2-1, mean: 0.5489524062871989, class wrong: [0, 195, 146, 54]
399) Scaler: MinMax, classifier: SGD-sh-n-0, mean: 0.54992607075475, class wrong: [189, 117, 140, 35]
446) Scaler: MinMax, classifier: SGD-hu-l2--4, mean: 0.5510880485713753, class wrong: [279, 191, 123, 7]
826) Scaler: Robust, classifier: SGD-hu-l2-1, mean: 0.5517732475262691, class wrong: [534, 10, 146, 54]
1324) Scaler: None, classifier: SGD-sh-l1-2, mean: 0.5528537740632894, class wrong: [245, 98, 79, 23]
1398) Scaler: None, classifier: SGD-hu-e--1, mean: 0.5593329588944222, class wrong: [229, 60, 146, 46]
1481) Scaler: None, classifier: PA-I-0, mean: 0.5605175872740762, class wrong: [291, 167, 33, 51]
1032) Scaler: Standard, classifier: SGD-l-e-2, mean: 0.5607212552402985, class wrong: [0, 195, 146, 54]
122) Scaler: MaxAbs, classifier: SGD-l-l1-2, mean: 0.5609265803011148, class wrong: [0, 195, 146, 54]
1484) Scaler: None, classifier: PA-II--1, mean: 0.5613082372440241, class wrong: [123, 75, 139, 54]
862) Scaler: Robust, classifier: Perceptron-l2--2, mean: 0.5615655181550891, class wrong: [79, 95, 127, 52]
863) Scaler: Robust, classifier: Perceptron-e--2, mean: 0.5615655181550891, class wrong: [79, 95, 127, 52]
1167) Scaler: Standard, classifier: Perceptron-e--1, mean: 0.5618211114207077, class wrong: [162, 86, 124, 47]
1166) Scaler: Standard, classifier: Perceptron-l2--1, mean: 0.5618211114207077, class wrong: [162, 86, 124, 47]
1010) Scaler: Standard, classifier: SGD-p-l2-1, mean: 0.5630460408020783, class wrong: [0, 195, 146, 54]
1272) Scaler: None, classifier: SGD-l-e--1, mean: 0.5683073578395306, class wrong: [333, 188, 80, 10]
1250) Scaler: None, classifier: SGD-p-l2--2, mean: 0.5688245003091196, class wrong: [574, 193, 0, 51]
1338) Scaler: None, classifier: SGD-mh-n-2, mean: 0.5691456576332514, class wrong: [317, 147, 111, 54]
101) Scaler: MaxAbs, classifier: SGD-h-l1-1, mean: 0.5695554932049711, class wrong: [0, 195, 146, 54]
1130) Scaler: Standard, classifier: SGD-hu-e-1, mean: 0.5695554932049711, class wrong: [0, 195, 146, 54]
1447) Scaler: None, classifier: SGD-ei-e-2, mean: 0.5695554932049711, class wrong: [0, 195, 146, 54]
111) Scaler: MaxAbs, classifier: SGD-h-e-1, mean: 0.5695554932049711, class wrong: [0, 195, 146, 54]
123) Scaler: MaxAbs, classifier: SGD-mh-l1-2, mean: 0.5695554932049712, class wrong: [0, 195, 146, 54]
735) Scaler: Robust, classifier: SGD-p-e-2, mean: 0.5695554932049712, class wrong: [0, 195, 146, 54]
1022) Scaler: Standard, classifier: SGD-l-l1-2, mean: 0.5695554932049712, class wrong: [640, 195, 0, 54]
