1;1526683309402;236;1526683355554
2;1526683355554;27;1526683390561
3;1526683390561;43;1526683431662
4;1526683431662;26;1526683471263
5;1526683471263;21;1526683510898
6;1526683510898;19;1526683549541
7;1526683549541;23;1526683584983
8;1526683584983;18;1526683622519
9;1526683622519;17;1526683657616
10;1526683657616;31;1526683696278
11;1526683696278;33;1526683736783
12;1526683736783;19;1526683777973
13;1526683777973;19;1526683817035
14;1526683817035;20;1526683857593
15;1526683857593;39;1526683896090
16;1526683896090;23;1526683933379
17;1526683933379;24;1526683970230
18;1526683970230;23;1526684007183
19;1526684007183;24;1526684042315
20;1526684042315;23;1526684075714
21;1526684075714;20;1526684104881
22;1526684104881;17;1526684135682
23;1526684135682;23;1526684170237
24;1526684170237;19;1526684205475
25;1526684205475;26;1526684240136
26;1526684240137;17;1526684274984
27;1526684274984;37;1526684307293
28;1526684307293;21;1526684336628
29;1526684336628;9;1526684367191
30;1526684367191;7;1526684396841
31;1526684396841;30;157;32;1526684420018
32;1526684420018;10;108;6;1526684435156
33;1526684435156;8;72;8;1526684445138
34;1526684445138;8;0;26;1526684483223
35;1526684483223;9;0;9;1526684522547
36;1526684522547;9;0;11;1526684557580
37;1526684557580;11;0;17;1526684593042
38;1526684593042;10;66;12;1526684602543
39;1526684602543;7;72;8;1526684612665
40;1526684612665;7;36;7;1526684617250
41;1526684617250;7;72;12;1526684627915
42;1526684627915;12;108;13;1526684643630
43;1526684643630;5;108;10;1526684657532
44;1526684657532;12;144;9;1526684675633
45;1526684675633;6;144;15;1526684696741
46;1526684696742;8;108;22;1526684711825
47;1526684711825;7;144;12;1526684733500
48;1526684733500;8;72;14;1526684743639
49;1526684743639;8;72;13;1526684752500
50;1526684752500;7;144;7;1526684770387
51;1526684770387;6;144;9;1526684791008
52;1526684791008;8;108;16;1526684806432
53;1526684806432;8;144;20;1526684829343
54;1526684829343;7;0;12;1526684865562
55;1526684865562;12;0;15;1526684901342
56;1526684901342;10;36;11;1526684905946
57;1526684905946;8;90;11;1526684918508
58;1526684918508;6;71;14;1526684926809
59;1526684926809;6;144;9;1526684945116
60;1526684945116;7;144;14;1526684966132
61;1526684966132;8;108;24;1526684981726
62;1526684981726;8;72;15;1526684991859
63;1526684991859;9;108;8;1526685008539
64;1526685008539;8;73;15;1526685018893
65;1526685018893;8;108;8;1526685034134
66;1526685034134;6;108;9;1526685049903
67;1526685049903;8;36;9;1526685054655
