1;1526414112531;60;342;13;1526414152272
2;1526414152272;47;38;16;1526414187149
3;1526414187149;45;39;17;1526414223790
4;1526414223790;51;17;15;1526414258522
5;1526414258522;43;12;9;1526414292457
6;1526414292457;50;16;13;1526414325800
7;1526414325800;55;12;8;1526414358939
8;1526414358939;34;22;19;1526414394258
9;1526414394258;62;24;22;1526414427830
10;1526414427830;40;14;8;1526414462029
11;1526414462029;22;14;17;1526414498043
12;1526414498043;26;10;9;1526414533505
13;1526414533505;34;22;17;1526414573729
14;1526414573729;23;20;17;1526414610926
15;1526414610926;34;20;14;1526414646079
16;1526414646079;60;49;19;1526414686818
17;1526414686818;53;22;16;1526414721573
18;1526414721573;57;22;16;1526414755146
19;1526414755146;40;22;14;1526414789524
20;1526414789524;51;10;8;1526414822789
21;1526414822789;138;8;8;1526414851582
22;1526414851582;129;20;15;1526414880971
23;1526414880971;48;27;21;1526414914487
24;1526414914488;41;21;18;1526414950472
25;1526414950472;49;21;21;1526414986796
26;1526414986796;66;24;20;1526415021684
27;1526415021684;145;17;17;1526415051813
28;1526415051813;145;11;15;1526415082035
29;1526415082035;137;43;23;1526415117788
30;1526415117788;132;46;29;1526415152588
31;1526415152588;109;18;131;144;49;18;16;22;1526415188270
32;1526415188270;13;8;108;108;43;38;18;13;1526415224955
33;1526415224955;7;8;42;98;35;13;12;12;1526415259502
34;1526415259502;7;9;33;0;19;20;18;14;1526415295788
35;1526415295788;7;8;12;0;0;24;23;22;1526415335578
36;1526415335578;7;8;2;0;36;8;8;16;1526415370629
37;1526415370629;6;7;26;0;48;11;9;19;1526415404406
38;1526415404406;6;6;36;36;48;11;8;20;1526415438536
39;1526415438536;6;6;22;45;34;9;9;27;1526415474074
40;1526415474074;8;8;36;36;47;9;7;27;1526415507915
41;1526415507915;6;7;36;72;43;9;7;26;1526415541557
42;1526415541557;6;8;36;107;36;18;18;30;1526415576317
43;1526415576317;6;7;36;72;128;20;23;39;1526415606026
44;1526415606026;7;7;36;112;131;10;8;37;1526415635669
45;1526415635669;6;6;36;144;45;9;8;35;1526415669293
46;1526415669293;16;6;36;108;55;11;11;38;1526415702585
47;1526415702585;6;7;36;144;46;9;8;42;1526415736401
48;1526415736401;6;6;36;72;41;9;7;43;1526415770345
49;1526415770345;7;5;36;72;128;8;7;44;1526415799748
50;1526415799748;7;6;36;144;139;9;9;47;1526415828495
51;1526415828495;7;7;36;144;52;28;21;55;1526415861933
52;1526415861933;7;6;36;108;49;17;15;58;1526415895419
53;1526415895419;8;6;36;144;25;17;12;56;1526415931755
54;1526415931755;6;6;36;0;20;47;20;105;1526415970931
55;1526415970931;11;8;0;0;33;11;13;92;1526416010697
56;1526416010697;10;12;36;36;42;22;18;89;1526416046719
57;1526416046719;6;11;36;72;42;22;18;68;1526416082646
58;1526416082646;7;8;36;36;132;21;14;78;1526416113552
59;1526416113552;6;7;36;108;131;23;16;71;1526416143930
60;1526416143930;7;6;36;144;49;15;19;89;1526416179772
61;1526416179772;7;8;36;72;48;17;18;88;1526416215485
62;1526416215485;7;6;36;72;48;10;9;76;1526416250681
63;1526416250681;7;10;36;108;50;9;8;85;1526416285237
64;1526416285237;6;6;36;72;47;16;17;80;1526416321709
65;1526416321709;8;6;36;72;54;21;17;99;1526416358367
66;1526416358367;12;10;36;83;48;20;16;93;1526416394585
67;1526416394585;8;8;36;36;50;21;17;94;1526416431452
68;1526416431452;8;6;36;72;42;47;25;104;1526416466922
69;1526416466922;8;7;36;36;30;22;18;103;1526416505412
70;1526416505412;7;6;36;36;0;37;15;104;1526416546131
71;1526416546131;8;7;0;36;0;27;21;108;1526416587421
72;1526416587421;7;6;0;0;4;49;18;109;1526416628415
73;1526416628415;6;6;0;0;0;20;42;122;1526416667948
74;1526416667948;7;6;0;0;0;41;18;105;1526416709188
75;1526416709188;7;7;0;0;39;19;18;103;1526416743493
76;1526416743493;5;6;36;72;42;26;27;112;1526416779814
77;1526416779814;7;7;36;36;42;18;17;116;1526416816196
78;1526416816196;9;6;36;72;35;12;13;118;1526416850641
79;1526416850641;7;7;36;36;49;24;19;117;1526416886558
80;1526416886558;6;6;36;72;42;13;11;125;1526416921489
81;1526416921489;6;8;36;72;62;11;7;122;1526416956565
82;1526416956565;6;10;36;72;51;29;16;131;1526416991406
83;1526416991406;7;6;36;108;140;21;17;122;1526417021421
84;1526417021421;6;7;36;144;136;11;11;126;1526417051338
85;1526417051338;7;7;36;144;51;20;19;136;1526417086694
86;1526417086694;7;9;36;72;48;42;13;126;1526417123765
87;1526417123765;6;8;36;108;48;9;8;124;1526417159243
88;1526417159243;6;6;36;36;34;17;15;138;1526417196905
89;1526417196905;6;6;36;72;31;42;17;171;1526417237734
90;1526417237734;9;13;36;42;45;50;17;153;1526417279808
91;1526417279808;6;7;36;60;45;16;15;140;1526417318186
92;1526417318187;7;6;36;36;50;12;9;146;1526417353820
93;1526417353820;8;6;36;72;48;23;19;156;1526417391156
94;1526417391156;6;6;36;108;56;21;14;159;1526417427500
95;1526417427501;6;6;36;108;49;9;10;144;1526417461765
96;1526417461765;7;6;36;98;51;26;18;155;1526417496822
97;1526417496822;6;6;36;41;46;15;14;153;1526417531558
98;1526417531558;6;7;36;108;56;21;22;164;1526417567333
99;1526417567333;6;6;36;72;29;17;17;162;1526417604197
100;1526417604197;6;6;0;36;25;23;22;170;1526417640562
101;1526417640562;6;6;36;36;26;25;18;164;1526417677264
102;1526417677264;6;6;36;72;36;21;19;163;1526417713119
103;1526417713119;6;6;36;71;39;22;18;166;1526417751730
104;1526417751730;9;8;36;105;41;17;18;181;1526417787983
105;1526417787983;10;8;36;72;65;24;28;175;1526417823774
106;1526417823774;9;11;36;108;131;15;14;171;1526417855507
107;1526417855507;6;6;36;144;120;25;15;188;1526417887354
108;1526417887354;7;6;36;144;141;16;13;181;1526417918066
109;1526417918066;6;6;36;144;51;18;21;179;1526417953690
110;1526417953690;8;7;36;103;39;24;20;279;1526417990223
111;1526417990223;6;7;36;102;42;34;18;193;1526418027155
112;1526418027155;7;6;36;72;61;11;11;183;1526418061455
113;1526418061455;6;7;36;36;50;12;8;180;1526418095866
114;1526418095866;6;7;36;36;51;27;18;191;1526418131470
115;1526418131470;6;6;36;39;41;27;19;192;1526418168582
116;1526418168582;8;7;36;72;34;22;18;202;1526418206926
117;1526418206926;6;6;32;43;43;17;18;202;1526418242803
118;1526418242803;7;7;36;36;23;14;13;194;1526418280054
119;1526418280054;6;7;33;108;45;20;17;204;1526418315661
120;1526418315661;6;7;36;72;45;26;20;208;1526418352871
121;1526418352871;9;12;36;39;48;16;17;212;1526418388168
122;1526418388168;6;7;36;36;50;32;20;207;1526418422278
123;1526418422278;6;8;36;72;63;17;11;203;1526418455886
124;1526418455886;7;6;36;101;132;20;17;216;1526418486998
125;1526418486998;6;7;36;144;46;17;14;228;1526418523037
126;1526418523037;7;6;36;108;132;18;23;232;1526418555408
127;1526418555408;8;7;36;171;139;18;19;221;1526418585439
128;1526418585439;8;7;38;144;140;143;23;333;1526418615794
129;1526418615794;9;7;42;144;42;23;25;239;1526418652058
130;1526418652058;7;6;36;108;46;9;8;220;1526418687431
131;1526418687431;10;8;36;79;37;20;21;232;1526418722650
132;1526418722650;8;7;36;72;43;15;13;227;1526418758596
133;1526418758596;8;7;36;72;47;18;17;240;1526418793059
134;1526418793059;6;6;36;84;56;27;24;239;1526418828634
135;1526418828634;8;8;36;74;43;10;8;233;1526418864444
136;1526418864444;7;7;36;72;46;18;19;256;1526418900323
137;1526418900323;6;7;36;108;39;16;16;244;1526418936747
138;1526418936747;8;8;36;36;36;10;9;283;1526418972196
139;1526418972196;7;7;36;36;29;25;23;273;1526419009391
140;1526419009391;7;7;36;36;32;10;6;256;1526419046602
141;1526419046602;7;8;36;36;32;22;16;338;1526419083908
142;1526419083908;9;7;36;69;33;21;18;250;1526419123213
143;1526419123213;9;7;18;36;33;20;19;260;1526419161329
144;1526419161329;8;8;36;72;39;23;16;281;1526419198417
145;1526419198417;8;11;36;42;48;25;16;261;1526419234482
146;1526419234482;8;12;36;71;42;41;21;278;1526419271984
147;1526419271984;9;7;36;72;42;19;18;263;1526419306960
148;1526419306960;5;5;36;72;43;18;20;306;1526419341826
149;1526419341826;11;15;36;108;42;18;21;270;1526419378166
150;1526419378166;7;7;36;72;122;16;12;279;1526419408724
151;1526419408724;7;8;36;108;45;23;19;310;1526419444902
152;1526419444902;7;10;36;36;46;79;23;342;1526419483126
153;1526419483126;7;8;36;108;54;25;18;279;1526419518858
154;1526419518858;7;6;36;36;31;16;17;273;1526419555236
155;1526419555236;8;8;0;36;33;22;17;272;1526419593868
156;1526419593868;6;7;36;36;31;17;12;327;1526419633569
157;1526419633569;8;8;36;56;43;10;8;281;1526419670886
158;1526419670886;8;8;36;108;45;47;73;637;1526419708662
159;1526419708662;9;10;36;108;47;9;9;277;1526419743512
160;1526419743512;8;7;36;108;131;19;18;343;1526419776241
161;1526419776241;9;10;36;144;133;17;16;302;1526419808497
162;1526419808497;8;7;36;144;131;48;22;359;1526419840767
163;1526419840768;17;30;36;144;51;25;17;316;1526419877416
164;1526419877416;6;6;35;108;46;8;7;291;1526419913272
165;1526419913272;6;7;36;72;46;24;18;321;1526419948577
166;1526419948577;8;14;36;36;27;28;26;306;1526419986579
167;1526419986579;7;6;36;36;32;22;14;330;1526420023849
168;1526420023849;6;8;0;36;31;20;17;305;1526420060406
169;1526420060406;7;7;36;72;44;26;26;319;1526420095396
170;1526420095396;6;7;36;72;49;42;18;315;1526420130727
171;1526420130727;8;7;36;108;55;16;15;309;1526420167236
172;1526420167237;6;7;36;144;134;16;13;335;1526420197573
173;1526420197573;7;6;36;180;141;23;19;326;1526420227997
174;1526420227998;7;7;36;144;138;23;19;327;1526420258286
175;1526420258286;7;7;36;144;136;47;25;343;1526420291746
176;1526420291746;7;7;36;144;46;11;11;341;1526420325889
177;1526420325889;12;8;36;108;128;19;15;320;1526420357792
178;1526420357792;6;7;36;144;47;54;21;376;1526420392331
179;1526420392331;8;8;36;108;48;19;22;389;1526420429159
180;1526420429159;7;7;36;72;48;20;16;336;1526420466814
181;1526420466814;8;8;36;108;138;16;18;397;1526420498720
182;1526420498720;9;11;36;108;50;11;13;403;1526420535035
183;1526420535035;8;8;36;108;52;17;20;343;1526420572670
184;1526420572670;7;6;36;72;41;69;44;418;1526420611603
185;1526420611603;8;7;36;108;42;16;19;347;1526420648616
186;1526420648616;7;7;36;36;45;53;16;378;1526420687146
187;1526420687146;8;7;36;72;57;70;20;505;1526420728676
188;1526420728676;10;8;36;72;49;42;16;481;1526420772776
189;1526420772776;8;6;36;144;138;20;19;376;1526420804509
190;1526420804509;8;7;36;144;138;16;14;784;1526420835417
191;1526420835417;8;8;36;144;53;29;17;442;1526420871176
192;1526420871176;7;8;36;108;42;20;13;368;1526420907966
193;1526420907966;7;6;36;108;42;23;16;376;1526420944532
194;1526420944532;8;8;36;72;49;49;16;374;1526420981594
195;1526420981594;7;7;36;72;39;25;22;365;1526421017181
196;1526421017181;6;7;36;72;53;23;19;409;1526421055060
197;1526421055060;10;14;36;108;140;39;26;405;1526421087398
198;1526421087398;11;12;36;108;69;16;23;376;1526421125058
199;1526421125058;7;6;36;108;63;11;8;379;1526421160089
200;1526421160089;7;6;36;108;136;18;20;604;1526421194791
201;1526421194791;7;7;36;157;137;23;20;412;1526421228617
202;1526421228617;8;7;36;144;138;16;16;377;1526421260006
203;1526421260006;7;7;36;180;124;43;17;394;1526421294341
204;1526421294341;7;6;36;144;131;25;16;391;1526421326030
205;1526421326031;7;7;36;144;142;10;9;376;1526421356021
206;1526421356021;7;6;36;144;42;15;13;405;1526421391841
207;1526421391841;7;7;36;108;56;24;23;457;1526421426736
208;1526421426736;7;6;36;72;55;22;17;384;1526421461736
209;1526421461736;6;7;36;108;68;18;19;415;1526421497261
210;1526421497261;8;7;36;72;50;22;25;427;1526421532639
211;1526421532639;7;8;36;108;37;27;19;415;1526421569163
212;1526421569163;9;7;36;72;50;50;16;464;1526421605884
213;1526421605884;9;14;36;72;51;16;13;409;1526421642607
214;1526421642607;8;8;36;36;40;46;20;454;1526421680280
215;1526421680280;7;7;36;72;46;23;17;430;1526421718034
216;1526421718034;8;8;26;72;39;37;13;413;1526421756616
217;1526421756616;7;6;36;72;44;13;22;432;1526421793346
218;1526421793346;8;8;36;108;135;17;16;438;1526421824653
219;1526421824653;8;7;36;108;69;33;33;460;1526421858742
220;1526421858742;9;8;36;72;44;55;16;554;1526421898916
221;1526421898916;11;12;36;108;36;50;15;626;1526421947006
222;1526421947006;10;7;36;72;40;60;19;695;1526421998102
223;1526421998103;9;9;36;29;40;51;15;507;1526422045098
224;1526422045098;9;11;36;36;43;20;14;437;1526422082441
225;1526422082441;12;8;36;72;35;27;23;429;1526422118776
226;1526422118776;8;8;36;72;45;20;17;494;1526422155968
227;1526422155968;10;13;36;72;33;19;15;429;1526422192634
228;1526422192634;7;8;36;72;41;19;17;451;1526422228838
229;1526422228838;7;7;36;36;52;17;20;487;1526422264740
230;1526422264740;7;6;36;72;43;22;18;438;1526422299896
231;1526422299896;8;8;36;72;38;22;20;456;1526422335939
232;1526422335939;12;11;36;72;46;11;10;448;1526422370910
233;1526422370910;8;8;36;72;41;23;16;461;1526422406973
234;1526422406973;10;9;36;72;44;11;9;452;1526422442596
235;1526422442596;8;8;36;36;44;17;17;447;1526422478568
236;1526422478568;7;7;36;0;0;23;20;488;1526422519436
237;1526422519436;8;8;2;25;39;12;9;486;1526422556729
238;1526422556729;10;10;36;36;43;20;21;474;1526422593012
239;1526422593012;9;8;36;36;31;20;17;470;1526422629773
240;1526422629773;7;7;36;36;41;23;24;470;1526422665072
241;1526422665072;8;7;36;36;44;27;16;472;1526422700037
242;1526422700037;8;8;36;72;45;21;15;475;1526422736057
243;1526422736057;7;8;36;36;47;22;15;477;1526422771675
244;1526422771675;6;6;36;72;54;17;21;476;1526422805883
245;1526422805883;6;5;36;108;126;23;18;474;1526422836874
246;1526422836874;6;6;36;144;139;10;8;465;1526422866185
247;1526422866185;6;6;36;108;52;24;16;490;1526422901391
248;1526422901391;7;6;36;108;61;14;18;482;1526422935805
249;1526422935805;6;6;36;108;43;21;23;484;1526422970938
250;1526422970938;6;6;36;72;46;43;16;492;1526423008290
251;1526423008290;9;11;36;36;45;10;8;466;1526423044069
252;1526423044069;6;6;36;36;45;14;15;491;1526423079768
253;1526423079768;6;6;36;36;42;41;16;517;1526423116154
254;1526423116154;7;7;36;72;53;8;6;487;1526423151215
255;1526423151215;7;6;36;72;42;9;7;524;1526423186744
256;1526423186744;8;6;36;72;47;8;14;517;1526423221921
257;1526423221922;6;7;36;108;123;16;13;498;1526423252837
258;1526423252837;6;6;36;108;48;24;17;553;1526423291037
259;1526423291037;7;5;36;44;34;24;20;501;1526423328813
260;1526423328813;6;6;0;36;33;17;11;522;1526423365320
261;1526423365320;7;6;36;70;30;15;18;495;1526423402057
262;1526423402057;6;7;29;36;24;18;16;522;1526423439528
263;1526423439528;7;6;36;44;32;8;13;501;1526423476179
264;1526423476179;5;6;8;37;44;8;5;491;1526423511347
265;1526423511347;6;5;35;72;42;19;19;516;1526423546442
266;1526423546442;7;6;36;36;32;61;15;774;1526423587948
267;1526423587948;9;8;36;72;41;18;14;559;1526423625484
268;1526423625484;7;7;36;72;48;21;21;571;1526423663454
269;1526423663454;7;6;36;36;45;14;16;515;1526423700384
270;1526423700384;7;6;36;72;49;54;22;602;1526423738250
271;1526423738250;8;9;36;36;41;19;18;575;1526423775162
272;1526423775162;6;7;36;36;44;15;15;551;1526423811300
273;1526423811300;9;8;36;72;32;23;21;556;1526423848648
274;1526423848648;7;7;36;36;39;48;17;672;1526423887011
275;1526423887011;11;10;36;39;34;22;14;565;1526423923947
276;1526423923947;6;6;36;72;40;9;7;585;1526423961020
277;1526423961020;9;7;36;36;37;23;17;549;1526423999660
278;1526423999660;7;6;36;57;41;43;13;573;1526424036083
279;1526424036083;6;7;36;72;51;25;22;555;1526424071983
280;1526424071983;6;5;36;72;56;20;15;595;1526424110161
281;1526424110161;6;7;36;72;57;18;18;549;1526424145162
282;1526424145162;6;6;36;108;139;17;15;566;1526424175844
283;1526424175844;8;9;36;108;66;29;24;570;1526424210195
284;1526424210195;7;6;36;108;45;22;11;658;1526424246769
285;1526424246769;7;9;36;72;46;21;21;598;1526424283562
286;1526424283562;6;6;36;72;52;52;15;621;1526424318376
287;1526424318376;8;6;36;72;49;12;13;623;1526424354350
288;1526424354350;7;6;36;72;50;20;19;567;1526424390092
289;1526424390092;5;6;36;72;55;17;14;579;1526424424856
290;1526424424856;11;6;36;108;139;7;8;563;1526424454545
291;1526424454545;9;6;36;144;116;17;17;577;1526424485878
292;1526424485878;8;6;36;144;143;17;20;594;1526424515425
293;1526424515425;7;6;36;144;134;12;9;584;1526424545768
294;1526424545768;11;8;36;180;143;19;14;657;1526424575977
295;1526424575977;7;6;36;144;140;21;16;574;1526424606771
296;1526424606771;7;7;36;144;136;9;8;571;1526424637778
297;1526424637778;7;6;36;144;143;14;20;619;1526424670015
298;1526424670015;9;8;36;144;47;22;22;616;1526424705432
299;1526424705432;9;8;24;72;35;15;20;609;1526424742102
300;1526424742102;9;5;36;108;57;20;21;603;1526424777113
6.382979;12.865430
4.964539;12.696130
4.109589;12.728458
2.013423;12.709598
6.428571;12.695976
6.976744;12.608307
2.484472;12.838366
3.750000;12.860064
3.529412;12.929724
3.205128;12.811456
7.692308;12.615351
5.797101;12.688597
6.802721;12.775285
2.531646;12.798015
2.721088;12.722550
3.355705;12.716874
1.829268;12.870100
2.285714;12.985813
7.236842;12.829955
5.487805;12.933465
3.623188;12.640248
2.702703;12.717390
3.355705;12.755857
3.571429;12.670743
3.067485;12.883284
3.867403;13.076139
5.517241;12.734314
3.030303;12.900208
0.581395;12.930317
4.929577;12.700465
3.448276;12.984729
5.625000;12.890172
1.973684;12.741693
4.895105;12.706708
5.839416;12.654154
4.929577;12.697498
3.424658;12.718422
2.325581;12.955704
3.680982;12.891746
4.794521;12.734805
11.764706;12.563338
3.448276;12.710733
4.225352;12.684856
2.857143;12.645898
