79;1526374005761;10;36;9;1526374010125
80;1526374010126;7;36;8;1526374014635
81;1526374014635;6;36;7;1526374019086
82;1526374019086;7;36;9;1526374023575
83;1526374023575;6;36;7;1526374027012
84;1526374027012;6;36;8;1526374030551
85;1526374030551;6;36;7;1526374035001
86;1526374035001;8;36;8;1526374039670
87;1526374039670;7;36;7;1526374044230
88;1526374044230;6;36;9;1526374048957
89;1526374048957;5;36;9;1526374053663
90;1526374053663;7;12;7;1526374055288
91;1526374055288;6;31;7;1526374059108
92;1526374059108;7;36;7;1526374063823
93;1526374063823;7;36;8;1526374068384
94;1526374068384;7;36;7;1526374072777
95;1526374072777;7;36;7;1526374077085
96;1526374077085;12;36;7;1526374081655
97;1526374081655;7;36;8;1526374086250
98;1526374086250;12;36;7;1526374090616
99;1526374090616;7;36;8;1526374095304
100;1526374095304;6;36;9;1526374100079
101;1526374100079;8;22;7;1526374102866
102;1526374102866;7;36;7;1526374107489
103;1526374107489;7;36;8;1526374112208
104;1526374112208;6;36;8;1526374116868
105;1526374116868;6;39;7;1526374121656
106;1526374121656;6;36;7;1526374125668
107;1526374125668;7;36;8;1526374129411
108;1526374129411;6;36;8;1526374132973
109;1526374132973;7;36;7;1526374137496
110;1526374137496;6;36;7;1526374142106
111;1526374142106;6;36;7;1526374146647
112;1526374146648;6;36;8;1526374151056
113;1526374151056;6;36;7;1526374155554
114;1526374155554;6;36;7;1526374160027
115;1526374160027;6;35;7;1526374164657
116;1526374164657;9;36;8;1526374169445
117;1526374169445;6;35;8;1526374173838
118;1526374173838;6;36;8;1526374178672
119;1526374178672;7;22;8;1526374181604
120;1526374181604;7;36;7;1526374186160
121;1526374186160;7;36;8;1526374190682
122;1526374190682;6;36;8;1526374195168
123;1526374195168;6;36;7;1526374199529
124;1526374199529;6;36;10;1526374203207
125;1526374203207;8;36;8;1526374207808
126;1526374207808;6;36;10;1526374211649
127;1526374211649;5;36;7;1526374215730
128;1526374215730;7;36;7;1526374219504
129;1526374219504;6;36;7;1526374224133
130;1526374224133;7;36;7;1526374228670
131;1526374228670;7;36;7;1526374233147
132;1526374233147;6;36;7;1526374237523
133;1526374237523;6;36;8;1526374241978
134;1526374241978;6;36;7;1526374246535
135;1526374246535;7;36;7;1526374251244
136;1526374251244;6;36;8;1526374255726
137;1526374255726;6;36;7;1526374260310
138;1526374260310;6;36;7;1526374264923
139;1526374264923;6;36;8;1526374269587
140;1526374269587;7;22;8;1526374272543
141;1526374272543;9;22;7;1526374275458
142;1526374275458;9;36;13;1526374280248
143;1526374280248;7;22;8;1526374283040
144;1526374283040;6;36;7;1526374287913
145;1526374287913;6;36;7;1526374292548
146;1526374292548;6;36;7;1526374296952
147;1526374296952;7;36;7;1526374301479
148;1526374301479;6;36;7;1526374305840
149;1526374305840;6;36;7;1526374310419
150;1526374310419;6;36;8;1526374314033
151;1526374314033;6;36;7;1526374318519
152;1526374318519;6;36;8;1526374322968
153;1526374322968;6;36;7;1526374327441
154;1526374327441;6;36;7;1526374332290
155;1526374332290;6;35;8;1526374336970
156;1526374336970;7;23;6;1526374340032
157;1526374340032;6;36;7;1526374344753
158;1526374344753;6;36;7;1526374349244
159;1526374349244;6;36;7;1526374353461
160;1526374353461;5;36;8;1526374357201
161;1526374357201;7;36;8;1526374360602
162;1526374360602;8;36;7;1526374364273
163;1526374364273;7;36;8;1526374368838
164;1526374368838;6;36;7;1526374373343
165;1526374373343;6;36;8;1526374377672
166;1526374377672;7;24;8;1526374380777
167;1526374380777;7;36;9;1526374385603
168;1526374385603;7;36;7;1526374390442
169;1526374390442;9;36;7;1526374394974
170;1526374394974;6;36;13;1526374399507
171;1526374399507;6;36;14;1526374403990
172;1526374403990;8;36;7;1526374407838
173;1526374407838;5;36;7;1526374411368
174;1526374411368;10;36;7;1526374414978
175;1526374414978;5;36;7;1526374418467
176;1526374418467;7;36;8;1526374423056
177;1526374423056;6;36;10;1526374426525
178;1526374426525;10;36;8;1526374430974
179;1526374430974;7;36;7;1526374435378
180;1526374435378;7;36;7;1526374439915
181;1526374439915;6;36;7;1526374443524
182;1526374443524;7;36;7;1526374447810
183;1526374447810;6;36;7;1526374452254
184;1526374452254;6;36;13;1526374456843
185;1526374456843;8;36;8;1526374461190
186;1526374461190;6;36;7;1526374465527
187;1526374465527;6;36;7;1526374470019
188;1526374470019;6;36;8;1526374474392
189;1526374474392;7;36;7;1526374477999
190;1526374477999;6;36;7;1526374481769
191;1526374481769;6;36;7;1526374485892
192;1526374485892;6;36;10;1526374490600
193;1526374490600;8;36;8;1526374495153
194;1526374495153;6;36;10;1526374499605
195;1526374499605;6;36;7;1526374504587
196;1526374504587;6;36;7;1526374508831
197;1526374508831;5;36;8;1526374512269
198;1526374512269;7;36;9;1526374516798
199;1526374516798;6;36;8;1526374520967
200;1526374520967;6;36;11;1526374524726
201;1526374524726;6;36;8;1526374528162
202;1526374528162;6;36;7;1526374531789
203;1526374531789;7;36;9;1526374535501
204;1526374535501;9;36;7;1526374539070
205;1526374539070;6;36;7;1526374542554
206;1526374542554;6;36;10;1526374547255
207;1526374547255;7;36;13;1526374551716
208;1526374551716;8;36;7;1526374556092
209;1526374556092;6;36;8;1526374560639
210;1526374560639;5;36;9;1526374565170
211;1526374565170;6;36;7;1526374569795
212;1526374569795;6;36;7;1526374574236
213;1526374574236;6;36;7;1526374578859
214;1526374578859;7;36;7;1526374583464
215;1526374583464;6;36;8;1526374587896
216;1526374587896;6;36;7;1526374592567
217;1526374592567;6;36;7;1526374597170
218;1526374597170;6;36;7;1526374600772
219;1526374600772;6;36;7;1526374605155
220;1526374605155;7;36;8;1526374609505
221;1526374609505;5;36;7;1526374614060
222;1526374614060;6;36;7;1526374618659
223;1526374618659;6;33;8;1526374623038
224;1526374623038;5;36;7;1526374627605
225;1526374627605;6;36;7;1526374632292
226;1526374632292;6;22;7;1526374634985
227;1526374634985;6;36;7;1526374639470
228;1526374639470;6;36;7;1526374643831
229;1526374643831;6;36;6;1526374648339
230;1526374648339;5;35;7;1526374652890
231;1526374652890;6;36;8;1526374657321
232;1526374657321;5;36;9;1526374661773
233;1526374661773;8;36;15;1526374666233
234;1526374666233;7;36;7;1526374670667
235;1526374670667;5;36;7;1526374675196
236;1526374675196;6;0;10;1526374713548
237;1526374713548;6;9;8;1526374714753
238;1526374714753;10;36;7;1526374719249
239;1526374719249;6;36;8;1526374723906
240;1526374723906;6;36;7;1526374728314
241;1526374728314;7;36;7;1526374732703
242;1526374732703;6;36;8;1526374737330
243;1526374737330;8;36;7;1526374741815
244;1526374741815;6;36;8;1526374746274
245;1526374746274;6;36;7;1526374750048
246;1526374750048;6;36;7;1526374753785
247;1526374753785;6;36;13;1526374758293
248;1526374758293;7;36;10;1526374762725
249;1526374762725;5;36;7;1526374767139
250;1526374767140;7;36;9;1526374771831
251;1526374771831;5;36;7;1526374776273
252;1526374776273;7;36;7;1526374780762
253;1526374780762;6;36;7;1526374785223
254;1526374785223;6;36;7;1526374789646
255;1526374789646;6;36;7;1526374794187
256;1526374794187;6;36;7;1526374798490
257;1526374798490;9;36;7;1526374802236
258;1526374802236;7;36;8;1526374807186
259;1526374807186;14;36;7;1526374812154
260;1526374812154;10;24;12;1526374815486
261;1526374815486;7;36;8;1526374820250
262;1526374820250;5;24;7;1526374823559
263;1526374823559;6;15;6;1526374825512
264;1526374825512;6;36;8;1526374830135
265;1526374830135;6;36;8;1526374834857
266;1526374834857;8;35;9;1526374839511
267;1526374839511;9;36;7;1526374844024
268;1526374844024;6;36;7;1526374848562
269;1526374848562;6;33;7;1526374852826
270;1526374852826;6;36;13;1526374857190
271;1526374857190;8;36;11;1526374861688
272;1526374861688;9;36;9;1526374866272
273;1526374866272;6;36;8;1526374871010
274;1526374871010;6;36;7;1526374875589
275;1526374875589;6;36;13;1526374880357
276;1526374880357;6;36;7;1526374884979
277;1526374884979;6;36;8;1526374889623
278;1526374889623;6;36;8;1526374894416
279;1526374894416;6;36;7;1526374898824
280;1526374898824;6;36;8;1526374903349
281;1526374903349;6;36;8;1526374907879
282;1526374907880;6;36;8;1526374911452
283;1526374911452;10;36;7;1526374915832
284;1526374915832;6;36;8;1526374920333
285;1526374920333;6;36;7;1526374924782
286;1526374924782;6;36;7;1526374929146
287;1526374929146;6;36;7;1526374933756
288;1526374933756;6;36;8;1526374938184
289;1526374938184;6;36;7;1526374942620
290;1526374942620;6;36;7;1526374945989
291;1526374945989;6;36;7;1526374949583
292;1526374949583;5;36;7;1526374953295
293;1526374953295;5;36;7;1526374956744
294;1526374956744;5;36;7;1526374960243
295;1526374960243;6;36;7;1526374963748
296;1526374963748;6;36;7;1526374967113
297;1526374967113;6;36;8;1526374971020
298;1526374971020;6;36;8;1526374975512
299;1526374975512;6;36;7;1526374980095
300;1526374980096;6;36;7;1526374984346
7.142857;12.865430
2.614379;12.776033
2.500000;12.816900
7.086614;12.588235
4.026846;12.748969
3.759398;12.599896
3.821656;12.821493
2.339181;12.918165
5.921053;12.814011
2.484472;12.851601
1.898734;12.781915
6.569343;12.685991
9.489051;12.712023
2.614379;12.763236
5.228758;12.796725
7.086614;12.590841
4.968944;12.877969
5.421687;12.945668
4.268293;12.892830
2.366864;12.933465
2.112676;12.660320
4.285714;12.668782
4.026846;12.760682
1.369863;12.695640
4.907975;12.913392
8.383234;13.005885
5.333333;12.789707
2.484472;12.850027
2.312139;12.964657
5.000000;12.674587
1.744186;12.951963
3.658537;12.900208
4.964539;12.688855
5.673759;12.700465
6.428571;12.700465
4.964539;12.694453
7.518797;12.645949
4.790419;12.945668
5.625000;12.891746
3.424658;12.720537
1.360544;12.700465
5.147059;12.650671
8.593750;12.611352
2.142857;12.642853
4.411765;12.638029
3.703704;12.615351
3.597122;12.658101
2.919708;12.630598
6.060606;12.625774
3.731343;12.613132
2.836879;12.658540
3.731343;12.613132
2.877698;12.650671
11.570248;12.591228
2.919708;12.627993
6.060606;12.619375
4.379562;12.648065
6.976744;12.613519
2.919708;12.627993
3.378378;12.713236
2.777778;12.682250
6.015038;12.633204
5.882353;12.642337
4.411765;12.636249
5.384615;12.592466
5.384615;12.593059
10.833333;12.565944
2.083333;12.685604
3.703704;12.620562
5.426357;12.583023
10.569106;12.584442
5.673759;12.684907
6.716418;12.653277
5.594406;12.693163
3.472222;12.688494
5.109489;12.650516
2.127660;12.658101
8.130081;12.558126
5.147059;12.645691
0.680272;12.683437
5.147059;12.640480
5.343511;12.596104
4.511278;12.607920
2.836879;12.668137
5.384615;12.593059
3.571429;12.654747
4.477612;12.617956
3.649635;12.638029
5.263158;12.623168
6.976744;12.603096
6.153846;12.598710
3.571429;12.659727
4.444444;12.627993
4.580153;12.587848
5.000000;12.668421
4.411765;12.640635
1.298701;12.743938
2.666667;12.745924
4.895105;12.708385
2.857143;12.658101
4.166667;12.710991
5.925926;12.650671
8.823529;12.695589
7.284768;12.825130
3.750000;12.864785
7.534247;12.779129
3.623188;12.650671
4.137931;12.730960
4.026846;12.754387
3.355705;12.751136
4.729730;12.736507
6.153846;12.603096
2.906977;12.931246
1.714286;12.975777
4.545455;12.988470
3.550296;12.947732
6.923077;12.607920
3.623188;12.645898
3.521127;12.688210
2.631579;12.750336
1.796407;12.903356
6.285714;13.056066
3.289474;12.774459
3.821656;12.829955
6.329114;12.880136
3.289474;12.759547
1.704545;12.992108
2.366864;12.930317
1.273885;12.776033
2.777778;12.693034
4.285714;12.667983
0.000000;12.750646
4.081633;12.735888
5.780347;13.025958
2.439024;12.881710
5.839416;12.659727
2.857143;12.655495
2.739726;12.720924
2.758621;12.699278
6.153846;12.605701
5.263158;12.614164
10.833333;12.571155
8.870968;12.575593
2.797203;12.685604
2.068966;12.677038
6.299213;12.575593
2.836879;12.652735
2.877698;12.648065
10.084034;12.538054
10.156250;12.643627
3.703704;12.620562
2.000000;12.723427
3.571429;12.654747
9.917355;12.568549
2.112676;12.662926
4.379562;12.653277
6.976744;12.603096
4.545455;12.603096
8.800000;12.593446
14.035088;12.543652
5.343511;12.603096
3.649635;12.631037
4.444444;12.626806
2.919708;12.627993
5.343511;12.597884
7.200000;12.570768
2.112676;12.665532
8.064516;12.570768
8.870968;12.583410
1.324503;12.726626
6.349206;12.568162
2.877698;12.645459
2.127660;12.658101
2.097902;12.669763
2.898551;12.637435
2.142857;12.648065
3.571429;12.657946
0.694444;12.662926
0.680272;12.690429
4.444444;12.623607
2.097902;12.675568
4.477612;12.623168
4.109589;12.714810
2.857143;12.658101
2.777778;12.684856
2.112676;12.652735
6.015038;12.633204
2.097902;12.671775
2.836879;12.662332
3.731343;12.607920
2.158273;12.638029
2.877698;12.648065
4.511278;12.615738
3.333333;12.752168
3.973510;12.768448
4.477612;12.614164
2.702703;12.725852
6.870229;12.603973
4.575163;12.805600
3.750000;12.860064
3.125000;12.854749
3.636364;12.891204
4.081633;12.716435
3.448276;12.720924
2.439024;12.847654
3.378378;12.735888
3.267974;12.779413
2.112676;12.668137
4.347826;12.880136
4.733728;12.965740
7.096774;12.860064
5.988024;12.973609
2.898551;12.635423
7.575758;12.646878
3.521127;12.690222
3.571429;12.665532
2.453988;12.873247
4.494382;13.056066
5.369128;12.774459
3.086420;12.870100
4.242424;12.914476
3.797468;12.821983
2.941176;12.951963
5.732484;12.860064
7.352941;12.668189
8.593750;12.618343
7.751938;12.618343
3.448276;12.701729
4.827586;12.730470
1.734104;12.955704
7.051282;12.871674
4.195804;12.700465
0.671141;12.710501
2.721088;12.725749
2.739726;12.715713
2.919708;12.627993
9.600000;12.598271
2.898551;12.638029
4.580153;12.593059
4.379562;12.641073
2.142857;12.648065
3.333333;12.726910
6.299213;12.580804
2.083333;12.688210
2.142857;12.645459
13.223140;12.611300
4.615385;12.585629
4.347826;12.658101
5.426357;12.583023
6.201550;12.600877
2.919708;12.625387
3.597122;12.660707
2.721088;12.693757
2.112676;12.662926
10.924370;12.558513
8.800000;12.586455
2.919708;12.627993
2.112676;12.665532
4.316547;12.668137
4.580153;12.595665
4.195804;12.679489
8.943089;12.570768
3.649635;12.640041
3.597122;12.660707
4.477612;12.619969
6.349206;12.568162
7.086614;12.588235
4.477612;12.622575
4.545455;12.600490
7.812500;12.605108
3.759398;12.603096
5.263158;12.623168
2.877698;12.648065
3.246753;12.767648
2.580645;12.764449
3.496503;12.680831
1.408451;12.652890
4.477612;12.623168
4.411765;12.637435
2.877698;12.650671
4.545455;12.597884
3.703704;12.623168
5.303030;12.613132
4.411765;12.632817
3.759398;12.600490
5.263158;12.625774
2.097902;12.672962
3.676471;12.627993
8.064516;12.568162
4.861111;12.721027
4.081633;12.741100
2.898551;12.638029
3.311258;12.765997
2.083333;12.669608
2.580645;12.792958
3.658537;12.900208
3.658537;12.904930
2.439024;12.881710
2.758621;12.700465
4.895105;12.711920
